,Mainack Mondal,Sandeep Shukla,Vinay Ribeiro,Uday Reddy Bondhugula,Vinay P. Namboodiri,Anirban Dasgupta,Supratik Chakraborty,Gugan Thoppe | गुगन थोप्पे,Chester Rebeiro,Om P. Damani,Ajit Rajwade,Ashutosh Modi,Pallab Dasgupta,Suyash P. Awate,Bivas Mitra,Sayan Ranu,Shanmuganathan Raman,Raghavan Komondoor,Partha Talukdar,Ganesh Ramakrishnan,abhilash jindal,Pabitra Mitra,Parag Singla,V Krishna Nandivada,Saptarshi Ghosh,Sukhendu Das,Abhishek Bichhawat,Vijay Natarajan,Animesh Mukherjee,Bhargab B. Bhattacharya,Parag Chaudhuri,soumyajit dey,Chaya Ganesh,Arkaprava Basu,Naveen Garg,Bhavana Kanukurthi,Jayant Haritsa,Mayank Singh,Arnab Bhattacharya,Manindra Agrawal,Dr. Pushpak Bhattacharyya,Arindam Khan,Shirish Shevade,Nipun Batra,Ayon Chakraborty,Shweta Agrawal,Satrajit ghosh,Smruti R. Sarangi,Shalabh Bhatnagar,Surender Baswana,Siddharth Barman,Subhashish Banerjee,Kartik Nagar,Prashanth L.A.,KC Sivaramakrishnan,Devarajan Sridharan,Vinod Ganapathy,Mausam,Arpita Patra,Balaraman Ravindran,Shishir N. Y. Kolathaya,Purushottam Kar,Sourangshu Bhattacharya,Biswabandan Panda,Debdeep Mukhopadhyay,Chetan Arora,Rijurekha Sen,Sudeshna Kolay,palash dey,Shankara Narayanan Krishna,Anurag Mittal,Niloy Ganguly,Soumen Chakrabarti,Piyush Rai,Mitesh Khapra,Aritra Hazra,Nitin Saxena,Shivaram Kalyanakrishnan,Somak Aditya,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Krithi Ramamritham,Chandan Saha,Amey Karkare,Neeldhara Misra,Pawan Goyal,Abir Das
Shirish Shevade,0.15871464336578534,0.382122333257454,0.7048780272986331,0.6152955335110433,0.9115682686749972,0.7229457940744075,0.564385093647307,0.6795526706773003,0.29795301183823786,0.7018850610131808,0.4423115921235242,0.724351903638613,0.42029542448535445,0.9070297467213614,0.8353020992639238,0.899866512383805,0.6308170187027473,0.2603187229124284,0.8840924221250785,0.886548125593321,0.3067820167304329,0.6925651499647124,0.9552423219218993,0.46042213447521585,0.6935319770805124,0.7631359217629917,0.15448321603547227,0.4347632580027491,0.8194328658143687,0.32360420624747793,0.7868276958047967,0.4673098264495566,0.3540019315846232,0.2636470811215172,0.4131737696768416,0.5305742549655758,0.22093450299552106,0.6155647417019969,0.28532075924081685,0.2527966804476925,0.8895071472651108,0.5467620726931309,0.9999999999999999,0.868561802519106,0.6531225147048159,0.329793307771925,0.14063230760073822,0.6100776515482192,0.7432311095407885,0.39500214856683047,0.556364021098988,0.37474949541866953,0.12874101176941524,0.714465760370897,0.23496509867586302,0.9054791580829963,0.29426553646911435,0.7985402998043141,0.5545712512276538,0.8606738661655284,0.7671447097852272,0.9115180005784049,0.7954901734454477,0.4306868137929786,0.3495584178001625,0.7181940362154884,0.9041366741357962,0.5865943137613692,0.601258272338315,0.5546142060338399,0.7907780618393875,0.5388101419375445,0.3603511141247605,0.9510026065973781,0.8959075717897798,0.6483604474265338,0.3262674570555777,0.649423943283209,0.7425576130843263,0.7895188233710565,0.257757341354725,0.5803189153411015,0.6218949334052687,0.4772614250213506,0.8328983346510007,0.884876130235289
Nipun Batra,0.5199625275204689,0.3956688358570636,0.7404340590236962,0.6381728795669062,0.8670857384173878,0.8494589703442171,0.7793310148949153,0.8494171396063359,0.5954703175699874,0.7528683730254602,0.8016045843135374,0.6880473958609183,0.544130960103903,0.8927441864746535,0.9826005565025261,0.9635739676577654,0.6653028678590063,0.4268302848542931,0.8247197334085483,0.9205744846476267,0.4555079386290477,0.6498596087482068,0.9556178208463761,0.7821020064163225,0.8313746376785986,0.7620258446618828,0.4666055790290412,0.722439293958674,0.8839126014500212,0.37686134445605723,0.9143766489106044,0.6948326838483743,0.6177217533803386,0.6121367726345219,0.4902284285525317,0.6635283790034141,0.23206694262506536,0.6338596940878881,0.42125621614500797,0.30313933745770194,0.7232195950952992,0.777879576276641,0.868561802519106,0.9999999999999999,0.7344032864159183,0.46666921623039287,0.23771933128577152,0.8378801055400384,0.7516210266721979,0.6335859324328416,0.773731011751087,0.6063406916808886,0.341117096685957,0.8094099631965794,0.4616301190134518,0.9808265571602466,0.43483044193010695,0.7860007153564758,0.658331377727108,0.8146670226692867,0.8418300969827419,0.9402500660162115,0.9461289183134854,0.762895034155687,0.4412145222000225,0.7591475414504726,0.7890286074992744,0.8133396330577375,0.8501361090219844,0.7666843675770175,0.7446319841219258,0.6098980559046895,0.37208503706946766,0.8917410616525071,0.8577910511588128,0.816668448011074,0.4638828648171535,0.8017605272942862,0.7703920466286518,0.7392990482828626,0.24620034353230907,0.7178297436923331,0.8454132913446498,0.7627888669341237,0.849830453704603,0.8360888806469261
Ayon Chakraborty,0.5766122411320778,0.6542996601270364,0.9519806681555582,0.6313501373374961,0.59832239728219,0.7730962373780015,0.8317414397555134,0.5920498125628276,0.7170458615911154,0.8319567502217108,0.4623129435698302,0.3816309918446727,0.7695599188520865,0.5944890086598801,0.722802161601108,0.728299433352838,0.44602485335534897,0.7095740004902705,0.6762951805490527,0.5094194349369479,0.7538614675180028,0.7803171005722166,0.643125510063907,0.6394230319242843,0.8173053439893437,0.6939906672772395,0.3343716353821765,0.7553295945109734,0.7714892524201714,0.6834820748728133,0.5643253692857919,0.5782567733006196,0.6217514733192009,0.6017836263680252,0.6372181427959387,0.7567573940415996,0.48785074186315586,0.4336405347442982,0.6814829897512373,0.6134079866608799,0.7223266503453772,0.5316501730887592,0.6531225147048159,0.7344032864159183,0.9999999999999999,0.41060605657774585,0.544903230919618,0.8955380862896571,0.7218503667828703,0.6703889570212341,0.5811872341084607,0.7741904480083615,0.34046089407481905,0.5355311590620248,0.5903319320433527,0.7492674777100812,0.716133133457133,0.79143052171076,0.7081928189765341,0.826137984927834,0.641942211777946,0.6686535317963517,0.5466317689573366,0.6967731356298316,0.6815578758079245,0.5231167036358942,0.7409361407705961,0.7712366934098469,0.7660647033854118,0.6553262531287685,0.6919519048754839,0.7256698348346711,0.6545090106534666,0.5488816078941161,0.5911184239706885,0.5596459514428685,0.6655693023307647,0.8362703488478315,0.4386264075274253,0.825863068243182,0.5479727242562387,0.7482172892413657,0.8297083794334404,0.7238974089293383,0.6335711738993214,0.7218192204776486
Shweta Agrawal,0.7342784560527854,0.35194916090504236,0.5725842255756769,0.3521869985570041,0.3002205878510167,0.4770938722838181,0.5050787734755361,0.52341775985873,0.787135122943379,0.44546097026449744,0.3807821776357049,0.22908906051778433,0.49412566192466933,0.32549797157874105,0.49403303389652287,0.44578311754303446,0.13624980337254253,0.29847802563780573,0.3423232410054353,0.36863720920810683,0.2988881081189714,0.34070032501163106,0.3666364726392084,0.44472203453904746,0.4547270252917148,0.20262614474399498,0.7666689791010265,0.45467054120413564,0.4826955592019347,0.3428234934689578,0.4482969796317853,0.558808848132493,0.8825147323112642,0.39533766677420124,0.3971457183120558,0.6739885929814574,0.18604424249105173,0.21964139264055618,0.28767018524571153,0.2836035265850489,0.30553629099473967,0.5255194769309264,0.329793307771925,0.46666921623039287,0.41060605657774585,0.9999999999999999,0.5736483847051259,0.4252684004816672,0.4513819088196554,0.4404989623234409,0.5598782413431787,0.5467785084001586,0.2149236106985218,0.4986536075753081,0.2786788392444845,0.4226725233972153,0.4452146231312114,0.3986324202609851,0.8701619567571581,0.34739673349927724,0.4061714399285445,0.45160526916688815,0.4253204982165716,0.615158308154451,0.6300981742657298,0.21829960328579226,0.3429064633074514,0.5611674696490491,0.526392674437498,0.5295120064649023,0.18691529332404397,0.38621483318137645,0.27005003916715853,0.36112130159443473,0.31375193849392746,0.646685686677977,0.34512056255358836,0.5478298540958311,0.20761544779152222,0.35713451372009686,0.22804560822679004,0.5167613250367717,0.47912794739225145,0.5507363978657277,0.3554678436034023,0.29002154798206914
Satrajit ghosh,0.678416270186746,0.8798294167800057,0.6401273891037299,0.6045534042527496,-0.03861448375045557,0.6123894959052657,0.6217679480579326,0.28500479035207016,0.6263303548964891,0.6601990890768543,0.1476228298958018,-0.03275422908970543,0.8239817418719951,0.08903320407824881,0.16148298471964503,0.19181431541483795,-0.08336787125267656,0.8110042129794705,0.3867977697661157,0.09133560047228889,0.6728884262642433,0.707817488572381,0.11459529015704105,0.4710098460478914,0.5512339535528625,0.154848471727914,0.49862641151807957,0.6969733498429233,0.49106135559528713,0.8913079811541392,0.1402299232693063,0.10234853433032834,0.5713704223242811,0.42128101282439195,0.8153974724915314,0.7655437652226375,0.84495296919257,-0.008729901932320375,0.8749252293473853,0.8929963703812794,0.4689815014732989,0.3117288722366363,0.14063230760073822,0.23771933128577152,0.544903230919618,0.5736483847051259,1.0,0.42380949804307816,0.5606987048018011,0.7789419034584014,0.3682359120901092,0.7406225175475782,0.4515705158997774,0.24424537183933706,0.6462743766258042,0.27535903823429503,0.9160212125788421,0.6081817103521111,0.6443444120438991,0.44775200572636786,0.1472880038839911,0.30279566808707725,0.041465483707270816,0.32301761669529166,0.9584240806527022,-0.08950415147098628,0.21349111004464158,0.5030462548627396,0.30644206572184185,0.49563386401419623,0.17472832166558958,0.7911811126030227,0.8745682447501658,0.05847364758137387,0.14611704833633327,0.1945042166059344,0.806110408586861,0.6881095005611725,0.06958376617245224,0.6143729126680132,0.8641887997173324,0.698716741574217,0.4024415730204311,0.47740635055482533,0.15848571424232094,0.2755262067713423
Smruti R. Sarangi,0.6762053688384866,0.5085678855416581,0.8238973635781112,0.6108197365173046,0.6624368276033576,0.7947887869757085,0.8798475776668516,0.714779759999214,0.7896550737645125,0.7901994025229746,0.7631791996912656,0.5386493737400665,0.6990904427415826,0.6390252705820447,0.8228556818850234,0.7582938112059794,0.5846025385351226,0.694131706997151,0.6882115805750335,0.6449281652633889,0.6954823599078299,0.6599213781966207,0.7024324259485356,0.8315537599476664,0.8912346774019884,0.7147476651235328,0.47146443424946377,0.8339128923916723,0.8270765062180229,0.560477126677004,0.7215177679877756,0.6484426741078644,0.7148191174559408,0.8078415670613343,0.5758369592279869,0.7570582833560913,0.3462939135141063,0.6062485052016576,0.6128490749569144,0.49140581992888865,0.6025344102837723,0.6872014064076128,0.6100776515482192,0.8378801055400384,0.8955380862896571,0.4252684004816672,0.42380949804307816,1.0,0.6480857715519034,0.7154744221425053,0.7243691771411891,0.8426377464486131,0.46328840270240307,0.6047243255954772,0.6577967184882263,0.7958123808520656,0.6288242294557871,0.744794993498395,0.6747434292770073,0.7468060868159832,0.6786723189967705,0.6789874593215475,0.6856773323553929,0.8629018118393017,0.5689120299610904,0.6446021892939359,0.6246431107306759,0.8923676746961131,0.9164052417774917,0.7898519605276527,0.6957521447688294,0.679894961403616,0.5190092606501551,0.5557882057892027,0.6948101246878245,0.711424852172304,0.6369299647587785,0.8593671731287276,0.648320744965939,0.6677976552761041,0.3789700542940041,0.7606139524359644,0.9425336814699703,0.8871850125272488,0.7425652822063791,0.6851599800947226
Shalabh Bhatnagar,0.4011228595022186,0.7918548178609927,0.7710507486491704,0.9018332799850104,0.5893191237910728,0.9265258114000401,0.8468895688437953,0.8346244275719172,0.48562309101233836,0.8924184801968037,0.4761809867342122,0.4214892050015311,0.8139121315944489,0.6882975250033789,0.7141475632938223,0.7568094335469574,0.396054029147848,0.6411622645101019,0.768338038196459,0.7252071024114676,0.6923045724951961,0.8750908360940409,0.7323247092938028,0.6496681678797189,0.7566047761555214,0.6215100027173955,0.3576717852473648,0.6962397846957732,0.8426039289030641,0.7511829358057494,0.7710330812030206,0.3877080234916612,0.5502857467622397,0.36201254524571364,0.862605200505846,0.8586741863153387,0.6243691019701879,0.2812996820471471,0.6756940711581666,0.707641786542714,0.8297202040622786,0.7755388065082022,0.7432311095407885,0.7516210266721979,0.7218503667828703,0.4513819088196554,0.5606987048018011,0.6480857715519034,0.9999999999999998,0.7775352859514454,0.8015829061611061,0.6887173047093134,0.4798383383801978,0.8752998135307234,0.6054256370663512,0.7855858695379596,0.6981885204217078,0.918771298782242,0.6300548099940382,0.8844139079035536,0.815083422915212,0.8742327916717753,0.6552353581924591,0.43728903831615906,0.717665305171003,0.43081187619253297,0.65980554084322,0.7875719010988556,0.6742438089921298,0.822306723901842,0.6379300118258499,0.8414882347293005,0.7256389569608077,0.7536479308029446,0.6479108451199628,0.6822284604972063,0.772059716109286,0.8904878367678369,0.4580370453561549,0.8906113359263188,0.6957252846455738,0.92685883580577,0.5991456317148329,0.6974592575437192,0.6377213568848892,0.7739956259988984
Surender Baswana,0.7357203900746522,0.8302031939200059,0.6914305079869676,0.8012836383156003,0.2610990107984825,0.9094371735875558,0.8969206658116173,0.688118479189516,0.6801017716720884,0.7967177045460987,0.6318932717085313,0.2866871905828319,0.8698434243676367,0.39074540119125345,0.5700396782814147,0.5674970525181027,0.1652825891370155,0.8523368924132266,0.6246135166314686,0.502871973784719,0.7680992558892804,0.7645632858710893,0.4758918453041092,0.8584128429314003,0.8247024355597606,0.38482763218559507,0.5908572778839105,0.9535725355788894,0.7771658922291652,0.8416955078514308,0.584949748875157,0.3450537425095734,0.6454763390790897,0.7127941661724964,0.9007038305517255,0.8573794406754673,0.8007170089520855,0.2778633956168768,0.9160183869465757,0.8359173330441718,0.5724339512636901,0.733296793084811,0.39500214856683047,0.6335859324328416,0.6703889570212341,0.4404989623234409,0.7789419034584014,0.7154744221425053,0.7775352859514454,1.0,0.7507125221429544,0.8756172018175731,0.6798655896347399,0.6264835085652131,0.832480972930364,0.6275828994161126,0.8746055103632225,0.7956799125441815,0.5814149279953611,0.6284331294107981,0.5136219496229818,0.6523798660485676,0.5076328732055139,0.6070727760106669,0.8372251394013207,0.18796231604682678,0.33211085432054144,0.8231695971410468,0.68536527808337,0.8417733092937627,0.3809040163532509,0.9133784167733445,0.831519197911285,0.3898987637121824,0.46706011539007175,0.5286809521672666,0.8925956251201096,0.9140445976707018,0.39007828291967744,0.7282656640402589,0.766087328485778,0.9138664451420203,0.6988797523911271,0.8091744618792148,0.512203975426458,0.49190425450601627
Siddharth Barman,0.5750959912988646,0.4785199257531674,0.6189365395618366,0.7582136252800109,0.5269984716505266,0.8467121245373636,0.8645152508466473,0.9504014653398302,0.6842255606760472,0.6895364005265958,0.793085701521116,0.5281774383666576,0.6707787577931814,0.5482248422291474,0.798186118617745,0.7462118784624988,0.35183315217337874,0.5274824152718001,0.6089774218005103,0.7442737895174268,0.6092464666974767,0.5252091139765911,0.6644652976214684,0.822389855961581,0.759773406507078,0.4661617873745619,0.6011460158366132,0.7170130198210521,0.7979926270985718,0.47830301526065494,0.8920867590222779,0.5612330378240238,0.7797249508603262,0.6288288818372226,0.6832706974783399,0.8243976039351899,0.3654953135297926,0.4550980260354476,0.4886319302971533,0.4385079338322325,0.4966193699602433,0.9872799107549177,0.556364021098988,0.773731011751087,0.5811872341084607,0.5598782413431787,0.3682359120901092,0.7243691771411891,0.8015829061611061,0.7507125221429544,0.9999999999999997,0.753188651489851,0.6218252253165404,0.931548050441836,0.6115563226159763,0.7021427659810255,0.49310082488929907,0.7005909079719268,0.5917132941349867,0.6113611537201701,0.7871805195497844,0.7681160966457008,0.7620083202610726,0.7230856706564854,0.5185716756916647,0.40773901043233696,0.38462652762128574,0.9316311349081234,0.8968864974466455,0.9688916348077418,0.4542087494376656,0.6513855426281976,0.41286650889037063,0.6312039447719998,0.6252658756052666,0.9187780615774022,0.6473532886132762,0.8404821381752079,0.4931744249020757,0.5441430673211836,0.33832465980536003,0.8678289833127583,0.7314070618663796,0.9148226881037783,0.7108377746750174,0.5199779747498581
Subhashish Banerjee,0.7809850287269606,0.7509233413709239,0.7636085752937055,0.72650618388301,0.31099716654810194,0.8088741347754266,0.9322673309448496,0.6589353655409076,0.8470430422272788,0.7675738759582723,0.6102920701874595,0.36085835505014724,0.9022675531722703,0.33291334673553913,0.5673969026115224,0.5161642758712561,0.21188269115380645,0.8904590623295593,0.6065788775720917,0.42345751805764986,0.8490994182680649,0.7013456158078868,0.42696478868228827,0.8264357681016383,0.8758440682591195,0.38984860014251677,0.5859532072315579,0.895185358823243,0.7983706173262044,0.8062668318592494,0.5495212477668905,0.44783632771819654,0.789126030889464,0.8198752655354066,0.8157631605557547,0.9066290840489045,0.6465435692700486,0.42769043060135414,0.8145876531615212,0.7743740486989663,0.5514261210199386,0.6856520599673602,0.37474949541866953,0.6063406916808886,0.7741904480083615,0.5467785084001586,0.7406225175475782,0.8426377464486131,0.6887173047093134,0.8756172018175731,0.753188651489851,1.0,0.6304881910256751,0.5562446201234776,0.8294403622218172,0.5728136715462576,0.847290564571998,0.7520552850385228,0.7075873450770224,0.6057543942404586,0.4992319269033037,0.5291400379699027,0.43431170537136465,0.744011472561244,0.8241853209786597,0.23961731370222333,0.3701735654467689,0.9082391937422494,0.8117948238633451,0.8640104505165476,0.39602104899903245,0.8445073478736985,0.754592013654067,0.2984270152620153,0.5008706718073443,0.6363924722179679,0.8666930353098884,0.923378261574717,0.41820719735407375,0.6266010746501683,0.6559454452651557,0.8926389357323065,0.8285503708489292,0.9158634722250768,0.576912238988275,0.4316514573200118
Kartik Nagar,0.4847649907714506,0.4473687665617255,0.3433401128081341,0.4338446006938894,0.06080578458771279,0.5829140499798178,0.6030062072746005,0.6221475750236882,0.47222383077268054,0.4221792139489202,0.43181109694504366,0.11062552869697248,0.5259273031755416,0.11710411235802426,0.3343493301605951,0.3344265270563092,0.005117867301033908,0.5809747475110951,0.29640036137353076,0.2559787547497463,0.47737064434763804,0.37821939051865,0.20399601316797794,0.6631216559066232,0.5351327046533186,0.07429451785967452,0.41618592026238604,0.5970664050627391,0.46696922904055754,0.47740990705271913,0.36721733557721453,0.13939661249228744,0.4971879348012198,0.551938358736304,0.563058850660467,0.6376552491031025,0.5618271463638825,0.17382312648548273,0.6277788062951586,0.5025968276662615,0.23221661180811454,0.5853290298958684,0.12874101176941524,0.341117096685957,0.34046089407481905,0.2149236106985218,0.4515705158997774,0.46328840270240307,0.4798383383801978,0.6798655896347399,0.6218252253165404,0.6304881910256751,1.0000000000000002,0.4581482723428744,0.736014782138361,0.3305113223123074,0.48679048787657,0.39753346452834804,0.37968088776243275,0.2764052183703674,0.28829256967878697,0.33367523884948563,0.33676712425040467,0.46868328325266584,0.43734676573824294,-0.0144955562386984,0.08748998819401371,0.6557055408712595,0.5435861912851487,0.6538657693067302,0.0698037079530172,0.5136498002257904,0.4716792885459996,0.1392792823970319,0.2201669635154742,0.40908771719659276,0.5712167140216061,0.5842234002741076,0.14226804721063888,0.3060003848875769,0.3970048348769712,0.6222368615190077,0.4667336913780256,0.6556064908207072,0.2982847141494032,0.13031230209835684
Prashanth L.A.,0.3767850585001954,0.4430780496332311,0.5870833054374289,0.7633746986618487,0.6530102898876184,0.8281787971093965,0.7657537875837724,0.9555772049424198,0.4839610056186566,0.6905783933613592,0.6805627224570651,0.5509126786770351,0.5804537466776909,0.6996750386023818,0.8295404102695129,0.8170407297065725,0.4378816098545694,0.3611848150896753,0.6633567246131806,0.8427372434974074,0.4914030342255386,0.5670557352245629,0.7810917946602141,0.6845554350491487,0.6652633331791282,0.5552170033366508,0.47264553073772575,0.5724386324800952,0.7772238376527749,0.4029448888406065,0.9336082101616268,0.5511906683447879,0.6236552660206414,0.3930614525025861,0.6259054237766442,0.7337842589675249,0.2843296649692298,0.3932594383409241,0.36069588184273516,0.35090810670173783,0.6062162609570425,0.9368756118101039,0.714465760370897,0.8094099631965794,0.5355311590620248,0.4986536075753081,0.24424537183933706,0.6047243255954772,0.8752998135307234,0.6264835085652131,0.931548050441836,0.5562446201234776,0.4581482723428744,0.9999999999999998,0.45675909707732326,0.7775063817004592,0.3840000481144215,0.7296836440439433,0.5423074276768901,0.7073484138848409,0.8986883652048345,0.8813017736024321,0.8311982494822691,0.5561723222902092,0.42712235977625895,0.5025984875973265,0.5348813450724059,0.8071872262821725,0.7797112288384981,0.8679133778433298,0.5477280441512349,0.5935591376623055,0.35158981585037646,0.8142420309714963,0.6779942335441717,0.8854651091893008,0.5323054094759918,0.7660135074199736,0.5108520676766771,0.6295776874373717,0.307229322930786,0.8048362933094626,0.5995379725518174,0.7479339822545178,0.7112741658291905,0.6587172139102047
KC Sivaramakrishnan,0.6860123113930022,0.7079849788145494,0.5190322837412734,0.6703404451546019,0.07470582178450627,0.7330180844507563,0.8043513861538515,0.6079548109206494,0.6244679873093598,0.5893342838533863,0.5095988692277909,0.3044694961996606,0.7810537219960834,0.1560326217433883,0.402404255833603,0.34362512575944343,-0.02177960185173887,0.8056889670829734,0.5618974042218069,0.3147965781695238,0.7642137093050603,0.6115806588577927,0.2649886193265,0.8458424898447551,0.7868302813424801,0.15192682245931516,0.5830363119548586,0.842544210989788,0.6849618127889096,0.7635714547100215,0.41160009256832847,0.31036944134300737,0.5676662974485902,0.7784915779053857,0.7794308699541539,0.7880463498676348,0.6230736448309251,0.35096792343381633,0.7789901499198861,0.7466615125583534,0.45599172521969905,0.5964667065871855,0.23496509867586302,0.4616301190134518,0.5903319320433527,0.2786788392444845,0.6462743766258042,0.6577967184882263,0.6054256370663512,0.832480972930364,0.6115563226159763,0.8294403622218172,0.736014782138361,0.45675909707732326,0.9999999999999998,0.45383650029790534,0.8127136848914736,0.6536241342400521,0.5004255437299497,0.4231203858931393,0.36970445805895313,0.44128363751948996,0.38138020128880096,0.5726449170493647,0.6970375699057991,-0.010732025290198805,0.2339970152189766,0.7156643641200174,0.603480109362254,0.7326945851904089,0.15662006511496074,0.8197194523689957,0.7340302232797901,0.17711160311225949,0.3907161503602693,0.4017142006871361,0.8177150422584551,0.7947051585675295,0.29526639316411357,0.5359729809909188,0.6661352221782211,0.7774254583703385,0.675328750818333,0.7384270503707481,0.46717337610511683,0.25291417162147417
Devarajan Sridharan,0.4691760469215898,0.4556061720832497,0.7532122138829692,0.636990747376109,0.8702308894943849,0.8491729955281988,0.7622706651696104,0.8099606836243823,0.5243196785548204,0.7717929346677419,0.7008218888537698,0.6315657160091789,0.5726065790747429,0.9184727212998816,0.9465051108162073,0.9597008141517629,0.654895356877746,0.44395097615903334,0.8443833234967778,0.8936083229796753,0.46665449053917746,0.7199810106295669,0.960593837012236,0.7255129154585014,0.8101937814156643,0.7678859069193742,0.39923034583867983,0.7034056726645321,0.8766635217221205,0.4270880859441839,0.8571468438505712,0.6631242240647275,0.5373340915890499,0.5377846156938708,0.5086765135613596,0.646967144813038,0.30116514010685264,0.5676949580632014,0.46167556557985406,0.3553931554634317,0.7920515997053579,0.6982409300450109,0.9054791580829963,0.9808265571602466,0.7492674777100812,0.4226725233972153,0.27535903823429503,0.7958123808520656,0.7855858695379596,0.6275828994161126,0.7021427659810255,0.5728136715462576,0.3305113223123074,0.7775063817004592,0.45383650029790534,0.9999999999999998,0.4703831597321115,0.8132160055924392,0.6583806718789368,0.8650553065204057,0.8463171958728737,0.9552086601087902,0.9165986955154458,0.6812022690353745,0.4732778457200171,0.7462667689459604,0.8624931389850526,0.7630078299739578,0.7777739743595957,0.710235944697047,0.7562753682316656,0.6338089602755225,0.4368941149149351,0.9117972410195484,0.8402227055545329,0.7412469168025269,0.4711566418217935,0.7954041122906912,0.7383526164884956,0.8099348101854695,0.3193787229356187,0.7118773257848933,0.7974806424121009,0.6914938195416236,0.8047900969859615,0.8787718383540427
Vinod Ganapathy,0.6934050976651999,0.943255490485122,0.7288289092022293,0.7487258558194447,0.12628747946571933,0.7597026185283036,0.7982662326321291,0.448365719000036,0.6639105680896144,0.7873944002050716,0.3391559749601525,0.09703164891596755,0.9345502969490048,0.2600313355452487,0.35099140539130586,0.3476422870497688,0.071000611216793,0.9359367222108643,0.5464685298450402,0.2515066435015931,0.8495189973077393,0.831743968051646,0.2897535342079662,0.6508177052209071,0.7196681516132633,0.3202418798698131,0.45960187484749615,0.8489012396723221,0.6528787596502068,0.9669934531105943,0.31509327591916114,0.22998617682556552,0.5630867651915384,0.5750896386583525,0.8984884227668846,0.8336656700082425,0.8298530569339562,0.1071893371899713,0.9277305506980338,0.9489975806027932,0.6001046251443316,0.4454413805925935,0.29426553646911435,0.43483044193010695,0.716133133457133,0.4452146231312114,0.9160212125788421,0.6288242294557871,0.6981885204217078,0.8746055103632225,0.49310082488929907,0.847290564571998,0.48679048787657,0.3840000481144215,0.8127136848914736,0.4703831597321115,0.9999999999999999,0.7587877687340953,0.6442415755273774,0.6108179713386312,0.3327419169712923,0.46679163565980036,0.23438877267184582,0.45216088630156936,0.9578272949276103,0.06888794587408476,0.38280578697653883,0.6456755208752544,0.4799746125625844,0.6286508006957798,0.3319639290189611,0.9096056011202301,0.9370119464548502,0.2194340760228754,0.30343199050345904,0.3127411858163582,0.9330744877592538,0.8310706341329726,0.21406221844190618,0.7573874768182783,0.9105723066988813,0.8308138083062059,0.6040214927524638,0.6236322901803703,0.31678123100714045,0.4435926829905423
Mausam,0.4308850296402664,0.825109075208491,0.8297594853794353,0.9193922375602519,0.6372474258154865,0.9381493935341855,0.8395447337883916,0.7193395948692676,0.5106939845840172,0.9346332239572971,0.5002784737945528,0.6022475119192016,0.8107013020278423,0.7016869712942353,0.706851604776832,0.7458618519266187,0.450321402370003,0.721074404373569,0.9198316619762638,0.7556103375973278,0.6943589509899097,0.9418764574818828,0.7678742219802567,0.6936317922831642,0.8881895607708998,0.6900686751654519,0.33213966626939434,0.7671548086168722,0.9362703798834022,0.8011885404420224,0.7357126765171607,0.3273896808341052,0.5167575111386518,0.49280067191187127,0.8611882545477887,0.8485746531884644,0.6599907042855665,0.5123642289640895,0.744387519647,0.7555702340567004,0.9352724930334839,0.6730302249949738,0.7985402998043141,0.7860007153564758,0.79143052171076,0.3986324202609851,0.6081817103521111,0.744794993498395,0.918771298782242,0.7956799125441815,0.7005909079719268,0.7520552850385228,0.39753346452834804,0.7296836440439433,0.6536241342400521,0.8132160055924392,0.7587877687340953,0.9999999999999999,0.6315709411796651,0.9106642361129585,0.6939525914622524,0.8512911457222393,0.6156660856946602,0.47195528500071776,0.7602732400981417,0.48397889904400676,0.7029644529412684,0.7764632716704324,0.6691809447959234,0.7881780095921955,0.7270489453092108,0.927593521393313,0.8109756314211995,0.7211902577658402,0.8005809546016817,0.601264042969918,0.7993747811486029,0.9224287941240258,0.6630935342405943,0.929802150447257,0.736817218328178,0.9002079608154626,0.7084535698984026,0.6965313472806559,0.7722698013487986,0.8168236721703869
